id_transcript;id_gene
ENSCAFT00000007234_90_90;ENSCAFG00000004486_90
ENSCAFT00000044406_90_90;ENSCAFG00000004486_90
ENST00000356360_90_90;ENSG00000073921_90
ENST00000393346_90_90;ENSG00000073921_90
ENST00000525162_90_90;ENSG00000073921_90
ENST00000526033_90_90;ENSG00000073921_90
ENST00000526961_90_90;ENSG00000073921_90
ENST00000528256_90_90;ENSG00000073921_90
ENST00000528398_90_90;ENSG00000073921_90
ENST00000529016_90_90;ENSG00000073921_90
ENST00000529760_90_90;ENSG00000073921_90
ENST00000530542_90_90;ENSG00000073921_90
ENST00000530692_90_90;ENSG00000073921_90
ENST00000531558_90_90;ENSG00000073921_90
ENST00000531930_90_90;ENSG00000073921_90
ENST00000532041_90_90;ENSG00000073921_90
ENST00000532317_90_90;ENSG00000073921_90
ENST00000532603_90_90;ENSG00000073921_90
ENST00000534412_90_90;ENSG00000073921_90
ENST00000630913_90_90;ENSG00000073921_90
ENSMUST00000049537_90_90;ENSMUSG00000039361_90
ENSMUST00000207084_90_90;ENSMUSG00000039361_90
ENSMUST00000207225_90_90;ENSMUSG00000039361_90
ENSMUST00000207484_90_90;ENSMUSG00000039361_90
ENSMUST00000208089_90_90;ENSMUSG00000039361_90
ENSMUST00000208684_90_90;ENSMUSG00000039361_90
ENSMUST00000208730_90_90;ENSMUSG00000039361_90
ENSMUST00000208742_90_90;ENSMUSG00000039361_90
ENSMUST00000209068_90_90;ENSMUSG00000039361_90
