;transcript10_ENSHGLG00100003156;transcript17_ENSHGLG00100003156;transcript20_ENSHGLG00100003156;transcript13_ENSHGLG00000019563;transcript17_ENSHGLG00000019563;transcript25_ENSHGLG00000019563;transcript26_ENSHGLG00000019563;transcript27_ENSHGLG00000019563;transcript0_ENSHGLG00100006079;transcript13_ENSHGLG00100006079;transcript20_ENSHGLG00100006079;transcript21_ENSHGLG00100006079;transcript22_ENSHGLG00100006079;transcript0_ENSMUNG00000002391;transcript21_ENSMUNG00000002391;transcript22_ENSMUNG00000002391;transcript8_ENSAPOG00000016134;transcript10_ENSAPOG00000016134;transcript12_ENSAPOG00000016134;transcript17_ENSAPOG00000016134;transcript20_ENSAPOG00000016134;transcript7_ENSAPOG00000023408;transcript12_ENSAPOG00000023408;transcript22_ENSAPOG00000023408;transcript23_ENSAPOG00000023408;transcript24_ENSAPOG00000023408;transcript0_ENSPNYG00000024266;transcript0_ENSXMAG00000026005
transcript10_ENSHGLG00100003156;1.0;1.0;0.667;0.667;1.0;0.667;0.571;0.333;0.289;0.524;0.524;0.524;0.643;0.452;0.778;0.857;0.394;0.867;0.364;1.0;0.4;0.526;0.364;0.857;0.273;0.474;0.35;0.35
transcript17_ENSHGLG00100003156;1.0;1.0;0.667;0.667;1.0;0.667;0.571;0.333;0.289;0.524;0.524;0.524;0.643;0.452;0.778;0.857;0.394;0.867;0.364;1.0;0.4;0.526;0.364;0.857;0.273;0.474;0.35;0.35
transcript20_ENSHGLG00100003156;0.667;0.667;1.0;1.0;0.667;1.0;0.905;0.667;0.474;0.857;0.857;0.857;0.429;0.529;0.857;0.571;0.325;0.667;0.3;0.667;0.324;0.385;0.3;0.571;0.225;0.346;0.525;0.525
transcript13_ENSHGLG00000019563;0.667;0.667;1.0;1.0;0.667;1.0;0.905;0.667;0.474;0.857;0.857;0.857;0.429;0.529;0.857;0.571;0.325;0.667;0.3;0.667;0.324;0.385;0.3;0.571;0.225;0.346;0.525;0.525
transcript17_ENSHGLG00000019563;1.0;1.0;0.667;0.667;1.0;0.667;0.571;0.333;0.289;0.524;0.524;0.524;0.643;0.452;0.778;0.857;0.394;0.867;0.364;1.0;0.4;0.526;0.364;0.857;0.273;0.474;0.35;0.35
transcript25_ENSHGLG00000019563;0.667;0.667;1.0;1.0;0.667;1.0;0.905;0.667;0.474;0.857;0.857;0.857;0.429;0.529;0.857;0.571;0.325;0.667;0.3;0.667;0.324;0.385;0.3;0.571;0.225;0.346;0.525;0.525
transcript26_ENSHGLG00000019563;0.571;0.571;0.905;0.905;0.571;0.905;1.0;0.571;0.421;0.762;0.762;0.762;0.333;0.471;0.762;0.476;0.275;0.571;0.25;0.571;0.27;0.308;0.25;0.476;0.175;0.32;0.475;0.475
transcript27_ENSHGLG00000019563;0.333;0.333;0.667;0.667;0.333;0.667;0.571;1.0;0.4;0.778;0.778;0.778;0.278;0.324;0.524;0.238;0.15;0.333;0.125;0.333;0.135;0.115;0.125;0.238;0.05;0.077;0.35;0.35
transcript0_ENSHGLG00100006079;0.289;0.289;0.474;0.474;0.289;0.474;0.421;0.4;1.0;0.514;0.514;0.514;0.257;0.65;0.395;0.237;0.675;0.289;0.65;0.289;0.575;0.25;0.65;0.237;0.575;0.225;0.875;0.875
transcript13_ENSHGLG00100006079;0.524;0.524;0.857;0.857;0.524;0.857;0.762;0.778;0.514;1.0;1.0;1.0;0.5;0.441;0.714;0.429;0.25;0.524;0.225;0.524;0.243;0.269;0.225;0.429;0.15;0.231;0.45;0.45
transcript20_ENSHGLG00100006079;0.524;0.524;0.857;0.857;0.524;0.857;0.762;0.778;0.514;1.0;1.0;1.0;0.5;0.441;0.714;0.429;0.25;0.524;0.225;0.524;0.243;0.269;0.225;0.429;0.15;0.231;0.45;0.45
transcript21_ENSHGLG00100006079;0.524;0.524;0.857;0.857;0.524;0.857;0.762;0.778;0.514;1.0;1.0;1.0;0.5;0.441;0.714;0.429;0.25;0.524;0.225;0.524;0.243;0.269;0.225;0.429;0.15;0.231;0.45;0.45
transcript22_ENSHGLG00100006079;0.643;0.643;0.429;0.429;0.643;0.429;0.333;0.278;0.257;0.5;0.5;0.5;1.0;0.29;0.5;0.75;0.281;0.533;0.29;0.643;0.321;0.412;0.29;0.75;0.194;0.353;0.225;0.225
transcript0_ENSMUNG00000002391;0.452;0.452;0.529;0.529;0.452;0.529;0.471;0.324;0.65;0.441;0.441;0.441;0.29;1.0;0.581;0.387;0.703;0.452;0.676;0.452;0.639;0.484;0.676;0.387;0.595;0.452;0.775;0.775
transcript21_ENSMUNG00000002391;0.778;0.778;0.857;0.857;0.778;0.857;0.762;0.524;0.395;0.714;0.714;0.714;0.5;0.581;1.0;0.667;0.351;0.778;0.324;0.778;0.353;0.435;0.324;0.667;0.243;0.391;0.45;0.45
transcript22_ENSMUNG00000002391;0.857;0.857;0.571;0.571;0.857;0.571;0.476;0.238;0.237;0.429;0.429;0.429;0.75;0.387;0.667;1.0;0.375;0.733;0.387;0.857;0.429;0.588;0.387;1.0;0.29;0.529;0.3;0.3
transcript8_ENSAPOG00000016134;0.394;0.394;0.325;0.325;0.394;0.325;0.275;0.15;0.675;0.25;0.25;0.25;0.281;0.703;0.351;0.375;1.0;0.353;0.969;0.394;0.875;0.469;0.969;0.375;0.875;0.438;0.8;0.8
transcript10_ENSAPOG00000016134;0.867;0.867;0.667;0.667;0.867;0.667;0.571;0.333;0.289;0.524;0.524;0.524;0.533;0.452;0.778;0.733;0.353;1.0;0.324;0.867;0.355;0.526;0.324;0.733;0.273;0.474;0.35;0.35
transcript12_ENSAPOG00000016134;0.364;0.364;0.3;0.3;0.364;0.3;0.25;0.125;0.65;0.225;0.225;0.225;0.29;0.676;0.324;0.387;0.969;0.324;1.0;0.364;0.903;0.484;1.0;0.387;0.903;0.452;0.775;0.775
transcript17_ENSAPOG00000016134;1.0;1.0;0.667;0.667;1.0;0.667;0.571;0.333;0.289;0.524;0.524;0.524;0.643;0.452;0.778;0.857;0.394;0.867;0.364;1.0;0.4;0.526;0.364;0.857;0.273;0.474;0.35;0.35
transcript20_ENSAPOG00000016134;0.4;0.4;0.324;0.324;0.4;0.324;0.27;0.135;0.575;0.243;0.243;0.243;0.321;0.639;0.353;0.429;0.875;0.355;0.903;0.4;1.0;0.536;0.903;0.429;0.806;0.5;0.7;0.7
transcript7_ENSAPOG00000023408;0.526;0.526;0.385;0.385;0.526;0.385;0.308;0.115;0.25;0.269;0.269;0.269;0.412;0.484;0.435;0.588;0.469;0.526;0.484;0.526;0.536;1.0;0.484;0.588;0.483;0.933;0.375;0.375
transcript12_ENSAPOG00000023408;0.364;0.364;0.3;0.3;0.364;0.3;0.25;0.125;0.65;0.225;0.225;0.225;0.29;0.676;0.324;0.387;0.969;0.324;1.0;0.364;0.903;0.484;1.0;0.387;0.903;0.452;0.775;0.775
transcript22_ENSAPOG00000023408;0.857;0.857;0.571;0.571;0.857;0.571;0.476;0.238;0.237;0.429;0.429;0.429;0.75;0.387;0.667;1.0;0.375;0.733;0.387;0.857;0.429;0.588;0.387;1.0;0.29;0.529;0.3;0.3
transcript23_ENSAPOG00000023408;0.273;0.273;0.225;0.225;0.273;0.225;0.175;0.05;0.575;0.15;0.15;0.15;0.194;0.595;0.243;0.29;0.875;0.273;0.903;0.273;0.806;0.483;0.903;0.29;1.0;0.448;0.7;0.7
transcript24_ENSAPOG00000023408;0.474;0.474;0.346;0.346;0.474;0.346;0.32;0.077;0.225;0.231;0.231;0.231;0.353;0.452;0.391;0.529;0.438;0.474;0.452;0.474;0.5;0.933;0.452;0.529;0.448;1.0;0.35;0.35
transcript0_ENSPNYG00000024266;0.35;0.35;0.525;0.525;0.35;0.525;0.475;0.35;0.875;0.45;0.45;0.45;0.225;0.775;0.45;0.3;0.8;0.35;0.775;0.35;0.7;0.375;0.775;0.3;0.7;0.35;1.0;1.0
transcript0_ENSXMAG00000026005;0.35;0.35;0.525;0.525;0.35;0.525;0.475;0.35;0.875;0.45;0.45;0.45;0.225;0.775;0.45;0.3;0.8;0.35;0.775;0.35;0.7;0.375;0.775;0.3;0.7;0.35;1.0;1.0
