id_transcript;block_sequence
ENSCAFT00000032063_90_90;0.5.6.9.10.11.16.17
ENSCAFT00000047065_90_90;1.2.4.5.6.7.8.9.10.11.12.13.14.16.17
ENSCAFT00000050191_90_90;0.5.6.9.10.16.20
ENST00000260506_90_90;2.3.4.5.8.9.10.16.17.18
ENST00000271234_90_90;2.3.4.5.8.9.10.11.12.14.15.16.20
ENST00000370253_90_90;2.3.4.5.8.9.10.16.20
ENST00000424449_90_90;10.11.12.14.15.16.20
ENST00000604705_90_90;2.3.4.5.8.9.10.11.12.14.15.16.17.18
ENSMUST00000162409_90_90;2.3.4.5.8.9.10.16.17.18
ENSMUST00000162947_90_90;2.3.4.5.8.9.10.11.12.14.15.16.17.18
ENSMUST00000197259_90_90;10.11.12.14.15.16.19
