;ENSCAFT00000009009_90_90;ENST00000227214_90_90;ENST00000354190_90_90;ENST00000398492_90_90;ENST00000398494_90_90;ENST00000535129_90_90;ENST00000535582_90_90;ENST00000536527_90_90;ENST00000538227_90_90;ENST00000539157_90_90;ENST00000540431_90_90;ENST00000541597_90_90;ENST00000542389_90_90;ENST00000543085_90_90;ENST00000543524_90_90;ENST00000545798_90_90;ENST00000546251_90_90;ENSMUST00000079176_90_90;ENSMUST00000107043_90_90;ENSMUST00000107044_90_90;ENSMUST00000107045_90_90;ENSMUST00000107046_90_90;ENSMUST00000107047_90_90;ENSMUST00000116287_90_90;ENSMUST00000138830_90_90;ENSMUST00000139708_90_90;ENSMUST00000151123_90_90;ENSMUST00000208812_90_90
ENSCAFT00000009009_90_90;;0.0;0.082;0.086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.863;0.42;0.711;0.812;0.711;0.766;0.812;0.378;0.51;0.831;0.269
ENST00000227214_90_90;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000354190_90_90;0.082;;;;;;;;;;;;;;;;;0.098;0.0;0.067;0.064;0.067;0.102;0.064;0.0;0.0;0.079;0.052
ENST00000398492_90_90;0.086;;;;;;;;;;;;;;;;;0.102;0.0;0.07;0.067;0.07;0.107;0.067;0.0;0.0;0.082;0.056
ENST00000398494_90_90;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000535129_90_90;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000535582_90_90;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000536527_90_90;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000538227_90_90;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000539157_90_90;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000540431_90_90;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000541597_90_90;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000542389_90_90;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000543085_90_90;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000543524_90_90;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000545798_90_90;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000546251_90_90;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENSMUST00000079176_90_90;0.863;0.0;0.098;0.102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;
ENSMUST00000107043_90_90;0.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;
ENSMUST00000107044_90_90;0.711;0.0;0.067;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;
ENSMUST00000107045_90_90;0.812;0.0;0.064;0.067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;
ENSMUST00000107046_90_90;0.711;0.0;0.067;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;
ENSMUST00000107047_90_90;0.766;0.0;0.102;0.107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;
ENSMUST00000116287_90_90;0.812;0.0;0.064;0.067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;
ENSMUST00000138830_90_90;0.378;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;
ENSMUST00000139708_90_90;0.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;
ENSMUST00000151123_90_90;0.831;0.0;0.079;0.082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;
ENSMUST00000208812_90_90;0.269;0.0;0.052;0.056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;
