id_transcript;block_sequence
ENSCAFT00000001061_90_90;0.1.2.5.6.15.16.17.18.19.20.21.23.24.25.26.27.29.30.31.35.37.39.40.41.42.43
ENST00000297447_90_90;38.39.40.41.42.43
ENST00000312046_90_90;10.11.12.13.15.16.17.18.20.22.23.24.25.26.27.29.30.31.32.33.36.37.40.41.42.43
ENST00000435082_90_90;10.11.12.40
ENST00000438229_90_90;10.11.13.15
ENST00000442977_90_90;3.4.5.13.15.16.17.18.20.22.23.24.25.26.27.29.30.31.32.33.36.37.39.40.41.42.43
ENST00000449762_90_90;38.40.41.42.43
ENST00000497705_90_90;9.13.15.16.17.18.20.22.23.24.25.26.27.29.30.31.32.33.34
ENST00000517566_90_90;0.2.4.5.13.15.16.17.18.20.22.23.24.25.26.27.29.30.31.32.33.36.37.39.40.41.42.43
ENST00000517686_90_90;8.13.15.16.17
ENST00000519415_90_90;21.22.23.24.25.26.27.29.30.31.32.33.36.37.42.43
ENST00000521592_90_90;43
ENST00000531443_90_90;0.2.4.5.13.15.16.17.18.20.22.23.24.25.26.27.29.30.31.32.33.36.37.40.41.42.43
ENSMUST00000022918_90_90;17.18.19.20.21.23.25.27.28.29.31.32.35.37.39.40.41.42.43
ENSMUST00000090095_90_90;17.18.19.20.21.23.25.27.28.29.31.32.35.37.40.41.42.43
ENSMUST00000090096_90_90;17.18.19.20.21.23.25.27.28.29.31.32.35.37.40.41.42.43
ENSMUST00000110297_90_90;0.1.2.5.14.15.16.17.18.19.20.21.23.25.27.28.29.31.32.35.37.39.40.41.42.43
ENSMUST00000166917_90_90;38.40.41.42.43
ENSMUST00000170127_90_90;6.7.11.12.14.15.16.17.18.19.20.21.23.25.27.28.29.31.32.35.37.40.41.42.43
ENSMUST00000179393_90_90;17.18.19.20.21.23.25.27.28.29.31.32.35.37.40.41.42.43
