id_transcript;block_sequence
ENSCAFT00000013569_90_90;2.6.7.8.9.10.12.13.14.15.17.18.19.20.23.27.28.29.30.31.32.34.35.37
ENSCAFT00000048577_90_90;4.6.7.8.9.10.12.13.14.15.17.18.19.20.23.27.28.29.30.31.32.33.34.38
ENSCAFT00000049950_90_90;3.4.6.7.9.10.12.13.14.15.17.18.19.20.23.24
ENST00000314177_90_90;1.6.7.8.9.11.12.13.14.15.17.18.19.20.21.26.28.29.31
ENST00000338564_90_90;1.6.7.8.9.11.12.13.14.15.17.18.19.20.21.26.28.29.30.31.32.34.38
ENST00000340545_90_90;7.8.9.11.12.13.14.15.17.18.19.20.21.26.28.29.30.31.32.34.36.37
ENST00000397620_90_90;0.13.14.15.17.18.19.20.21.26.28.29.30.31.32.34.36.37
ENST00000397624_90_90;0.13.14.15.17.18.19.20.21.26.28.29.30.31.32.34.36.37
ENST00000424352_90_90;1.6.7.8.9.11.12.13.14.15.17.18.19.20.21.26.28.29.30.31.32.33.34.36.37
ENST00000557796_90_90;7.8.9.11.12.13.14.15.17.18.19.20.21.26.28.29.30.31.32.34.36.37
ENST00000558313_90_90;0.13.14.15.17.18.19
ENST00000559085_90_90;7.8.9.11.12.13.14.15.17.18.19.20.21.26.28.29.30.31.32.33.34.36.37
ENST00000559561_90_90;1.6.7.8.9.11.12.13.14.15.17.18.19.20.21.26.28.29.30.31.32.34.36.37
ENST00000560570_90_90;1.6.7.8.9.14
ENST00000560617_90_90;17.18.19.20
ENST00000560697_90_90;17.18
ENST00000561208_90_90;1.6.7.8.9.11.12.13.14.15.17.18.19.20.21.26.28.29.30.31.32.33.34.38
ENST00000606653_90_90;18.19.20.21.22.23.24.25
ENST00000607277_90_90;16.17.18.19.20.21.26.28.29.30.31.32.34.35
ENSMUST00000028639_90_90;1.6.7.8.9.10.12.13.14.15.17.18.19.20.23.24.29.30.31.32.33.34.38
ENSMUST00000074285_90_90;5.6.7.8.9.10.12.13.14.15.17.18.19.20.23.24.29.30.31.32.34.35.37
ENSMUST00000102538_90_90;1.6.7.8.9.10.12.13.14.15.17.18.19.20.23.24.29.30.31.32.34.38
ENSMUST00000110906_90_90;5.6.7.8.9.10.12.13.14.15.17.18.19.20.23.24.29.30.31.32.33.34.35.37
ENSMUST00000110907_90_90;1.6.7.8.9.10.12.13.14.15.17.18.19.20.23.24.29.30.31.32.33.34.35.37
ENSMUST00000110908_90_90;1.6.7.8.9.10.12.13.14.15.17.18.19.20.23.24.29.30.31.32.34.35.37
