id_transcript;blocks
transcript9_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9
transcript14_ENSHGLG00100003156;0|1|2|3|5|6|8|9
transcript20_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9
transcript27_ENSHGLG00100003156;0|1|2|3|5|6|7|8|9
transcript32_ENSHGLG00100003156;0|1|2|3|4|5|6|9
transcript20_ENSHGLG00000019563;0|1|2|3|4|5|6|7|8|9
transcript26_ENSHGLG00000019563;0|1|2|4|5|6|7|8|9
transcript28_ENSHGLG00000019563;0|1|2|3|4|5|6|7|8|9
transcript40_ENSHGLG00000019563;0|1|2|4|5|6|7|8|9
transcript43_ENSHGLG00000019563;0|1|2|3|4|5|7|8|9
transcript8_ENSHGLG00100006079;0|2|3|4|5|6|7|8|9
transcript9_ENSHGLG00100006079;0|1|2|3|4|5|6|7|8|9
transcript22_ENSHGLG00100006079;0|1|2|3|4|5|6|7|8|9
transcript33_ENSHGLG00100006079;0|1|2|3|4|5|6|7|8|9
