id_transcript;block_sequence
ENSCAFT00000024611_90_90;0.3.4.18.19.20.21.22.23.24.25.26.29.30.32.33.34.37.38.39.40.41.42.43.44.45.46.47.48.51.53.54.55.60.61.62.63.64.65.66.67.68.70.71.72.73.74
ENST00000312358_90_90;0.1.3.4.5.19.20.21.22.23.24.25.26.29.30.32.33.34.36.37.38.41.43.45.46.47.48.49.52.53.54.58.59.60.61.62.63.64.66.68.69.70.71.72.73.74
ENST00000396686_90_90;54.55.56
ENST00000396688_90_90;54.55.56
ENST00000396689_90_90;54.55.56
ENST00000396698_90_90;8.9.10.19.20.21.22.23.24.25.26.29.30.32.33.34.36.37.38.41.43.45.46.47.48.49.52.53.54.55.56
ENST00000403148_90_90;8.9.10.11.12.13
ENST00000409595_90_90;25.46
ENST00000412982_90_90;14.73.75
ENST00000420132_90_90;8.9.10.11.12.13
ENST00000431523_90_90;8.9.10.17.18.19.20.21.22.23.26.29.30.32.33.34.36.37
ENST00000435853_90_90;7.9.10.15.16.17.18.19.20.21.22.23.26.29.30.32.33
ENST00000451076_90_90;20.23.24.25.26.29.30.32
ENST00000452101_90_90;8.9.10.15.16.17.18.19.20.21
ENST00000617028_90_90;75
ENSMUST00000087122_90_90;0.1.2.3.5.6.19.20.21.22.23.24.25.28.29.30.31.32.33.34.35.36.37.38.40.41.43.45.46.47.48.50.52.53.54.57.59.60.62.64.66.68.69.70.72.73.74
ENSMUST00000113587_90_90;54.55.56
ENSMUST00000113588_90_90;54.55.56
ENSMUST00000113589_90_90;54.55.56
ENSMUST00000113590_90_90;8.9.11.19.20.21.22.23.24.25.28.29.30.31.32.33.34.35.36.37.38.40.41.43.45.46.47.48.50.52.53.54.55.56
ENSMUST00000122266_90_90;54.55.56
ENSMUST00000125306_90_90;8.9.11.12.16.17.18.19.20.21
ENSMUST00000132228_90_90;21.22.23.24.25.46.47
ENSMUST00000137868_90_90;26.27.30.31.32.33.34.35.36.37.38.40.41.43.45.46.47.48.50.52.53.54.57.59.60.62.64.66.68.69.70.72.73.74
ENSMUST00000148515_90_90;8.9.11.17.18.19.20.21.22.23.28.29.30.31.32.33.34.35.36.37
