id_transcript;blocks
transcript9_ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|25|26|28|29|30|31|32|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|53|54|55|56
transcript21_ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|28|29|30|31|32|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|53|54|55|56
transcript23_ENSMUNG00000007775;0|1|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|28|29|30|31|32|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|53|54|55|56
transcript25_ENSMUNG00000007775;0|1|2|3|4|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|28|29|30|31|32|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|53|54|55|56
transcript26_ENSMUNG00000007775;0|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|28|29|30|31|32|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|53|54|55|56
transcript30_ENSMUNG00000007775;0|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|47|48|49|50|51|53|54|55|56
transcript31_ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|25|26|28|29|30|31|32|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|53|54|55|56
transcript32_ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|22|23|24|25|26|28|29|30|31|32|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|53|54|55|56
transcript33_ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|25|26|28|29|30|31|32|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|53|54|55|56
transcript9_ENSMUNG00000002377;0|1|4|5|6|8|10|12|14|16|18|20|21|22|24|26|27|28|30|32|33|34|36|38|40|42|44|46|47|49|51|53|54|55|56
transcript13_ENSMUNG00000002377;0|1|3|4|5|6|8|10|12|14|16|18|19|20|21|22|24|26|27|28|30|32|33|34|36|38|40|42|44|46|47|49|51|52|53|54|55|56
transcript23_ENSMUNG00000002377;0|1|3|4|5|6|8|10|12|14|16|18|19|20|21|22|24|26|27|28|30|32|33|34|36|38|40|42|44|46|47|49|51|53|54|55|56
transcript27_ENSMUNG00000002377;0|1|5|6|8|10|12|14|16|18|19|20|21|22|24|26|27|28|30|32|33|34|36|38|40|42|44|46|47|49|51|52|53|54|55|56
transcript35_ENSMUNG00000002377;0|1|5|6|8|10|12|14|16|18|19|20|21|22|24|26|27|28|30|32|33|34|36|38|40|42|44|46|47|49|51|52|53|54|56
transcript36_ENSMUNG00000002377;0|1|3|4|5|6|8|10|12|14|16|18|19|20|21|47|49|51|52|53|54|55|56
transcript37_ENSMUNG00000002377;0|1|3|4|5|6|8|10|12|14|16|18|19|20|21|22|24|26|27|28|30|32|33|34|36|38|40|42|44|46|53|54|55|56
transcript38_ENSMUNG00000002377;0|1|3|4|5|6|8|10|12|14|16|18|19|20|22|24|26|27|28|30|32|33|34|36|38|40|42|44|46|53|54|55|56
transcript10_ENSMUNG00000002391;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|54|55|56
transcript23_ENSMUNG00000002391;0|1|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|53|54|55|56
transcript30_ENSMUNG00000002391;0|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|47|48|49|50|51|53|54|55|56
transcript33_ENSMUNG00000002391;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|53|54|55|56
