id_transcript;blocks
transcript16_ENSXMAG00000026005;0|1|2|3|4|6|7|8|9|10|12|14|15|16|18|19|21|22|23|24|25
transcript19_ENSAPOG00000016134;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
transcript19_ENSAPOG00000023408;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
transcript22_ENSAPOG00000016134;0|2|3|4|6|7|8|9|10|12|14|22|23|24|25
transcript22_ENSAPOG00000023408;0|2|3|4|6|7|8|9|10|12|14|22|23|24|25
transcript27_ENSAPOG00000016134;0|24|25
transcript28_ENSAPOG00000016134;0|25
transcript32_ENSAPOG00000023408;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|24|25
transcript33_ENSAPOG00000023408;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|25
transcript19_ENSAOCG00000015695;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
transcript12_ENSAOCG00000015695;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
transcript26_ENSAOCG00000015695;0|2|19|20|21|22|23|24|25
transcript27_ENSAOCG00000015695;0|24|25
transcript29_ENSAOCG00000015695;0|2|19|20|21|22|24|25
transcript28_ENSAOCG00000015695;0|25
transcript22_ENSPNYG00000024266;0|2|3|4|6|7|8|9|10|12|14|22|23|24|25
transcript12_ENSPNYG00000024266;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
transcript21_ENSPNYG00000024266;2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
transcript14_ENSPNYG00000024266;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|24|25
transcript17_ENSXMAG00000026005;0|1|2|3|4|6|7|8|9|10|12|14|15|16|17|18|19|20|21|22|23|24|25
transcript3_ENSXMAG00000026005;0|1|2|3|4|6|7|8|9|10|12|14|15|16|17|18|19|20|21|22|23|24|25
transcript11_ENSXMAG00000026005;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
transcript12_ENSXMAG00000026005;0|2|3|4|6|7|8|9|10|12|14|18|19|20|21|22|23|24|25
transcript10_ENSXMAG00000026005;0|4|5|6|8|10|11|12|13|14|16|17|18|19|20|21|22|23|24|25
