id_transcript;blocks
transcript33_ENSMUSG00000054036;0|1|2|3|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|37|38|39
transcript33_MGP-PahariEiJ-G0020237;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|19|20|21|22|24|25|26|28|29|30|31|32|34|35|37|38|39
transcript27_ENSRNOG00000031503;0|2|4|6|7|8|10|12|14|16|17|18|20|22|23|24|26|27|28|30|32|33|34|36|37|38|39
transcript27_ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39
transcript34_ENSRNOG00000031503;0|2|4|6|7|8|10|12|14|16|17|18|20|22|23|24|26|27|28|30|32|33|34|36|37|38|39
transcript37_ENSMUGG00000013649;36|37|38|39
transcript38_ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|37|38|39
transcript40_ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39
transcript45_ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|37|38|39
transcript46_ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|39
transcript49_ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|37|39
transcript39_ENSMUGG00000013592;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39
