id_transcript;block_sequence
ENSCAFT00000023220_90_90;0.9.10.11.12.13.14.15.16.17.18.19.22.23.24
ENST00000248450_90_90;0.1.10.11.13.14.15.16.17.18.21.22.23.24
ENST00000420660_90_90;3.5.7.8.9.10.11.13.14.15.16.17.18.21.22.23.24
ENST00000422731_90_90;18.19.20.21.22.23.24
ENST00000444053_90_90;0.1.8.9.10.11.13.14.15.16.17.18.21.22.23.24
ENST00000447885_90_90;11.13.14.15.16
ENSMUST00000006462_90_90;0.1.10.11.12.13.14.15.16.17.18.19.22.23.24
ENSMUST00000178235_90_90;0.1.8.9.10.11.12.13.14.15.16.17.18.19.22.23.24
ENSMUST00000187046_90_90;14.15.23
ENSMUST00000190008_90_90;2.3.4.5.6.7.10.11.12.13.14
