id_transcript;block_sequence
ENSCAFT00000006783_90_90;0.2.3.5.6.7.8.13.14.15.16.17.18.21.22.23.24.33.34.35.36.37.38.39.40.42.43
ENST00000263280_90_90;1.2.3.4.6.7.8.13.14.15.16.17.18.19.22.23.24.25.35.36.37.38.39.40.41.42.43
ENST00000391910_90_90;1.2.3.4.6.7.8.13.14.15.16.17.18.19.22.23.24.25.34.35.36.37.38.39.40.41.42.43
ENST00000435164_90_90;7.8.13.14.15.16.17.18.19.20
ENST00000539396_90_90;7.8.13.14.15.16.17.18.19.22.23.24.25.35.36.37.38.39.40.41.42.43
ENST00000593979_90_90;7.8.13.14.15.16.17
ENST00000594287_90_90;23.24.25.26.27.28.29.30.32.33.34.35.36.39.40.41.42
ENST00000594704_90_90;3.4.6.7.8.9.11
ENST00000596012_90_90;7.8.13
ENST00000597021_90_90;7.8.13.14.15
ENST00000597063_90_90;7.8.13.14.15.16
ENST00000600358_90_90;8.13.14.15.16.17.18.19.22.23.24.25.26.27.28.29.30.32.33.34.35.36.37
ENST00000600615_90_90;40.41.42.43
ENSMUST00000019220_90_90;1.2.3.5.6.7.8.13.14.15.16.17.18.21.22.23.24.25.34.35.36.37.38.39.40.41.42.43
ENSMUST00000108495_90_90;1.2.3.5.6.7.8.13.14.15.16.17.18.21.22.23.24.25.35.36.37.38.39.40.41.42.43
ENSMUST00000184280_90_90;3.5.6.7.8.9.10.11.12.13.14
ENSMUST00000184694_90_90;40.41.42.43
ENSMUST00000184708_90_90;8.13.14.15.16.17.18.21.22.23.24.25.26.28.30.31.32.33.34.35
ENSMUST00000185011_90_90;24.25.26.28.30.31.32.33.34.35
