id_transcript;group
ENST00000522677;1
ENSMUST00000088658;1
ENSCAFT00000043735;1
ENST00000524176;2
ENSMUST00000115468;2
ENST00000423158;3
ENSMUST00000112244;3
ENSMUST00000204542;3
ENSCAFT00000024266;3
ENST00000331010;4
ENSMUST00000050484;4
ENSMUST00000113262;5
ENSCAFT00000002501;5
ENST00000373063;6
ENSMUST00000113265;6
ENST00000373060;7
ENST00000307972;7
ENSMUST00000097311;7
ENST00000373057;8
ENST00000586534;9
ENSMUST00000109761;9
ENST00000592268;10
ENST00000316856;11
ENSMUST00000003911;11
ENSCAFT00000027066;11
ENST00000381793;12
ENST00000295971;12
ENSMUST00000167950;12
ENSMUST00000201544;12
ENSMUST00000113724;12
ENSMUST00000113726;12
ENSMUST00000200775;12
ENSMUST00000094757;12
ENSCAFT00000025193;12
ENST00000381795;13
ENSMUST00000094756;13
ENSMUST00000113590;14
ENST00000396686;15
ENST00000396689;15
ENST00000396688;15
ENSMUST00000113587;15
ENSMUST00000113589;15
ENSMUST00000113588;15
ENSMUST00000122266;15
ENST00000312358;16
ENSMUST00000087122;16
ENSCAFT00000024611;16
ENST00000454580;17
ENSMUST00000108236;17
ENST00000301244;18
ENSMUST00000098604;18
ENSCAFT00000009605;18
ENSMUST00000163987;19
ENSMUST00000121673;19
ENST00000285737;20
ENSMUST00000034141;20
ENSCAFT00000015963;20
ENST00000535754;21
ENST00000374179;22
ENSMUST00000111943;22
ENSCAFT00000010587;22
ENST00000395611;23
ENST00000374176;23
ENSMUST00000022504;23
ENST00000374182;24
ENSMUST00000111945;24
ENST00000374189;25
ENSMUST00000111944;25
ENST00000360332;26
ENST00000406974;27
ENSMUST00000113612;27
ENSMUST00000123202;28
ENST00000372546;29
ENSMUST00000028209;29
ENSCAFT00000031829;29
ENST00000538274;30
ENSMUST00000108951;30
ENSCAFT00000036937;30
ENST00000566428;31
ENST00000258180;31
ENSMUST00000108950;31
ENSMUST00000034281;31
ENSCAFT00000031718;31
ENST00000567328;32
ENSMUST00000108948;32
ENST00000374680;33
ENSMUST00000116612;34
ENST00000374685;35
ENSMUST00000044858;35
ENSCAFT00000001418;35
ENSMUST00000173354;36
ENSCAFT00000031036;37
ENST00000352527;38
ENST00000378092;38
ENSMUST00000159840;38
ENSMUST00000030768;38
ENST00000458166;39
ENST00000378083;40
ENST00000378097;41
ENST00000164247;41
ENST00000341524;41
ENSMUST00000160884;41
ENSMUST00000105648;41
ENSCAFT00000043222;41
ENST00000519728;42
ENSMUST00000041377;42
ENSCAFT00000011282;42
ENST00000520220;43
ENSMUST00000103010;43
ENST00000402711;44
ENSMUST00000112363;44
ENST00000318522;45
ENSCAFT00000010521;45
ENSMUST00000096766;46
ENSMUST00000049503;47
ENSMUST00000207301;48
ENST00000315769;49
ENST00000297737;50
ENSMUST00000042352;50
ENSCAFT00000009247;50
ENSMUST00000038522;51
ENSMUST00000102956;51
ENSMUST00000139075;52
ENSCAFT00000012325;53
ENST00000428312;54
ENST00000449503;55
ENSMUST00000112330;55
ENSCAFT00000012333;56
ENST00000295951;57
ENST00000295952;57
ENST00000495364;58
ENST00000560955;59
ENSMUST00000028843;59
ENSCAFT00000024268;59
ENST00000313478;60
ENSMUST00000103224;60
ENST00000263280;61
ENSMUST00000108495;61
ENST00000391910;62
ENSMUST00000019220;62
ENSCAFT00000006783;62
ENST00000295894;63
ENSMUST00000112656;63
ENST00000478300;64
ENSMUST00000070323;64
ENSCAFT00000044457;64
ENST00000242066;65
ENST00000403685;65
ENSMUST00000160856;65
ENST00000420159;66
ENST00000405218;67
ENST00000430479;67
ENSMUST00000095767;67
ENSMUST00000162563;67
ENSCAFT00000003676;67
ENST00000399357;68
ENST00000403527;69
ENSMUST00000159334;69
ENST00000405192;70
ENST00000424009;71
ENSMUST00000107733;71
ENST00000510819;72
ENSMUST00000103159;73
ENST00000454930;74
ENST00000509773;75
ENST00000259021;76
ENSMUST00000107734;76
ENSCAFT00000026849;76
ENST00000343348;77
ENST00000510263;77
ENSMUST00000156422;77
ENSMUST00000019791;77
ENSCAFT00000000309;77
ENST00000257414;78
ENSMUST00000076043;79
ENST00000281722;80
ENSMUST00000048647;80
ENSCAFT00000013439;80
ENST00000514866;81
ENSMUST00000182818;81
ENSCAFT00000037016;81
ENST00000510397;82
ENST00000260508;83
ENSMUST00000106218;83
ENSCAFT00000032186;83
ENST00000370491;84
ENSMUST00000044392;84
ENST00000380138;85
ENSMUST00000043111;85
ENST00000296591;86
ENSMUST00000081769;86
ENSCAFT00000013454;86
ENSMUST00000098613;87
ENST00000380324;88
ENSMUST00000127569;88
ENSCAFT00000026918;88
ENST00000540797;89
ENST00000368406;90
ENST00000368407;91
ENSMUST00000029566;91
ENSCAFT00000027032;91
ENSMUST00000118587;92
ENST00000335753;93
ENSMUST00000026043;93
ENSCAFT00000045427;93
ENST00000369755;94
ENSMUST00000051691;94
ENSCAFT00000016744;94
ENST00000559561;95
ENSMUST00000110908;95
ENSCAFT00000013569;95
ENST00000424352;96
ENSMUST00000110907;96
ENST00000559085;97
ENST00000338564;98
ENSMUST00000102538;98
ENSMUST00000074285;99
ENST00000397620;100
ENST00000397624;100
ENST00000561208;101
ENSMUST00000028639;101
ENSMUST00000110906;102
ENST00000340545;103
ENST00000557796;103
ENST00000341697;104
ENST00000368914;104
ENSMUST00000202315;104
ENSMUST00000090821;104
ENST00000368913;105
ENSMUST00000168321;105
ENSMUST00000090823;105
ENSCAFT00000019817;105
ENST00000368912;106
ENST00000510624;107
ENST00000265165;108
ENSMUST00000029611;108
ENSCAFT00000017891;108
