;id_transcript;orthoorthologues;tsm_scores
0;ENSBTAT00000012189_98;ENST00000492354_98:ENSCAFT00000093191_98;0.9009999999999999:0.946
1;ENSBTAT00000037763_98;ENSCAFT00000036964_98:ENSCAFT00020007058_98:ENST00000401088_98:ENSGALT00000005925_98:ENSGALT00000094315_98:ENSMUST00000102487_98:ENSMUST00000148204_98;0.945:0.953:0.9:1.0:0.643:0.945:0.9109999999999999
2;ENSCAFT00000036964_98;ENSBTAT00000037763_98:ENSCAFT00020007058_98:ENST00000401088_98:ENSGALT00000005925_98:ENSGALT00000094315_98:ENSMUST00000102487_98:ENSMUST00000148204_98;0.945:0.983:0.9990000000000001:0.75:0.883:1.0:0.8690000000000001
3;ENSCAFT00000093191_98;ENST00000492354_98:ENSBTAT00000012189_98;0.998:0.946
4;ENSCAFT00020007058_98;ENSBTAT00000037763_98:ENSCAFT00000036964_98:ENST00000401088_98:ENSGALT00000005925_98:ENSGALT00000094315_98:ENSMUST00000102487_98:ENSMUST00000148204_98;0.953:0.983:0.983:0.7440000000000001:0.9059999999999999:0.983:0.8270000000000001
5;ENST00000401088_98;ENSBTAT00000037763_98:ENSCAFT00000036964_98:ENSCAFT00020007058_98:ENSGALT00000005925_98:ENSGALT00000094315_98:ENSMUST00000102487_98:ENSMUST00000148204_98;0.9:0.9990000000000001:0.983:0.6940000000000001:0.591:0.9990000000000001:0.861
6;ENST00000401089_98;;
7;ENST00000471507_98;;
8;ENST00000476423_98;;
9;ENST00000492354_98;ENSBTAT00000012189_98:ENSCAFT00000093191_98;0.9009999999999999:0.998
10;ENSGALT00000005925_98;ENSBTAT00000037763_98:ENSCAFT00000036964_98:ENSCAFT00020007058_98:ENST00000401088_98:ENSGALT00000094315_98:ENSMUST00000102487_98:ENSMUST00000148204_98;1.0:0.75:0.7440000000000001:0.6940000000000001:0.382:0.75:0.79
11;ENSGALT00000094315_98;ENSBTAT00000037763_98:ENSCAFT00000036964_98:ENSCAFT00020007058_98:ENST00000401088_98:ENSGALT00000005925_98:ENSMUST00000102487_98:ENSMUST00000148204_98;0.643:0.883:0.9059999999999999:0.591:0.382:0.875:0.746
12;ENSMUST00000102487_98;ENSBTAT00000037763_98:ENSCAFT00000036964_98:ENSCAFT00020007058_98:ENST00000401088_98:ENSGALT00000005925_98:ENSGALT00000094315_98:ENSMUST00000148204_98;0.945:1.0:0.983:0.9990000000000001:0.75:0.875:0.8690000000000001
13;ENSMUST00000148204_98;ENSBTAT00000037763_98:ENSCAFT00000036964_98:ENSCAFT00020007058_98:ENST00000401088_98:ENSGALT00000005925_98:ENSGALT00000094315_98:ENSMUST00000102487_98;0.9109999999999999:0.8690000000000001:0.8270000000000001:0.861:0.79:0.746:0.8690000000000001
