id_transcript;id_gene
ENSBTAT00000021752_98;ENSBTAG00000016349_98
ENSBTAT00000083312_98;ENSBTAG00000016349_98
ENSBTAT00000085356_98;ENSBTAG00000016349_98
ENSBTAT00000025965_98;ENSBTAG00000019495_98
ENSBTAT00000086634_98;ENSBTAG00000019495_98
ENSBTAT00000036296_98;ENSBTAG00000019788_98
ENSBTAT00000074335_98;ENSBTAG00000019788_98
ENSBTAT00000081917_98;ENSBTAG00000019788_98
ENSBTAT00000038885_98;ENSBTAG00000032657_98
ENSBTAT00000067627_98;ENSBTAG00000032657_98
ENSBTAT00000077322_98;ENSBTAG00000032657_98
ENSBTAT00000079873_98;ENSBTAG00000032657_98
ENSBTAT00000080640_98;ENSBTAG00000032657_98
ENSBTAT00000084467_98;ENSBTAG00000032657_98
ENSBTAT00000084480_98;ENSBTAG00000032657_98
ENSCAFT00000002060_98;ENSCAFG00000001326_98
ENSCAFT00000002062_98;ENSCAFG00000001326_98
ENSCAFT00000064977_98;ENSCAFG00000001326_98
ENSCAFT00000066521_98;ENSCAFG00000001326_98
ENSCAFT00000069044_98;ENSCAFG00000001326_98
ENSCAFT00000005954_98;ENSCAFG00000003698_98
ENSCAFT00000045555_98;ENSCAFG00000003698_98
ENSCAFT00000066781_98;ENSCAFG00000003698_98
ENSCAFT00000012842_98;ENSCAFG00000007976_98
ENSCAFT00000012846_98;ENSCAFG00000007976_98
ENSCAFT00000061981_98;ENSCAFG00000007976_98
ENSCAFT00000067069_98;ENSCAFG00000007976_98
ENSCAFT00000076967_98;ENSCAFG00000007976_98
ENSCAFT00000080507_98;ENSCAFG00000007976_98
ENSCAFT00000083144_98;ENSCAFG00000007976_98
ENSCAFT00000088162_98;ENSCAFG00000007976_98
ENSCAFT00000088895_98;ENSCAFG00000007976_98
ENSCAFT00000024659_98;ENSCAFG00000015522_98
ENSCAFT00000089192_98;ENSCAFG00000015522_98
ENSCAFT00000091537_98;ENSCAFG00000015522_98
ENSCAFT00000093269_98;ENSCAFG00000015522_98
ENSCAFT00020010092_98;ENSCAFG00020007039_98
ENSCAFT00020021553_98;ENSCAFG00020014762_98
ENSCAFT00020021555_98;ENSCAFG00020014762_98
ENSCAFT00020021556_98;ENSCAFG00020014762_98
ENSCAFT00020021558_98;ENSCAFG00020014762_98
ENSCAFT00020021561_98;ENSCAFG00020014762_98
ENSCAFT00020024017_98;ENSCAFG00020016417_98
ENSCAFT00020024021_98;ENSCAFG00020016417_98
ENSCAFT00020037331_98;ENSCAFG00020025163_98
ENST00000338863_98;ENSG00000007866_98
ENST00000402886_98;ENSG00000007866_98
ENST00000639578_98;ENSG00000007866_98
ENST00000311227_98;ENSG00000074219_98
ENST00000377214_98;ENSG00000074219_98
ENST00000539846_98;ENSG00000074219_98
ENST00000593945_98;ENSG00000074219_98
