id_transcript;block_sequence
ENSCAFT00000004512_90_90;0.3.4.5.6.7.8.9.11.12.13.14.15.16.17.20.23.24.25.27
ENST00000344157_90_90;0.1.4.5.6.7.8.9.10.11.14.15.16.17.20.21.24.25.27
ENST00000355665_90_90;0.1.4.5.6.7.8.9.10.11.14.16.17.20.21.24.25.27
ENST00000505251_90_90;5.6
ENST00000507529_90_90;25.26
ENST00000510746_90_90;5
ENST00000579690_90_90;0.1.4.5.6.7.8.9.10.11.14.15.16.17.20.21.22.23.24.25.27
ENSMUST00000038384_90_90;0.1.4.5.6.7.9.10.11.12.14.15.16.19.20.21.22.23.24.25.27
ENSMUST00000119339_90_90;0.1.4.5.6.7.9.10.11.12.14.16.19.20.21.24.25.27
ENSMUST00000120498_90_90;0.1.4.5.6.7.9.10.11.12.14.15.16.19.20.21.24.25.27
ENSMUST00000156363_90_90;0.1.2.3.4.5.6.7.9.10.11.12.14.16.17.18
