id_transcript;id_gene
ENSCAFT00000031985_90_90;ENSCAFG00000020080_90
ENST00000370197_90_90;ENSG00000117569_90
ENST00000370198_90_90;ENSG00000117569_90
ENST00000426398_90_90;ENSG00000117569_90
ENST00000609116_90_90;ENSG00000117569_90
ENSMUST00000029780_90_90;ENSMUSG00000028134_90
ENSMUST00000195902_90_90;ENSMUSG00000028134_90
ENSMUST00000197387_90_90;ENSMUSG00000028134_90
ENSMUST00000197464_90_90;ENSMUSG00000028134_90
ENSMUST00000197833_90_90;ENSMUSG00000028134_90
ENSMUST00000198403_90_90;ENSMUSG00000028134_90
ENSMUST00000200097_90_90;ENSMUSG00000028134_90
