nucHom;degHom;tsm
1.0;1.0;1.0
0.981;0.893;0.937
0.986;0.923;0.955
0.862;0.885;0.873
0.981;0.923;0.952
0.995;0.981;0.988
0.994;1.0;0.997
0.981;1.0;0.99
0.98;0.98;0.98
0.98;0.98;0.98
0.962;1.0;0.981
0.981;1.0;0.99
0.246;0.348;0.297
0.981;0.893;0.937
1.0;1.0;1.0
0.993;0.959;0.976
0.879;0.958;0.918
1.0;1.0;1.0
0.985;0.904;0.945
1.0;1.0;1.0
1.0;1.0;1.0
0.999;0.98;0.99
0.999;0.98;0.99
0.944;0.854;0.899
1.0;1.0;1.0
0.251;0.348;0.299
0.986;0.923;0.955
0.993;0.959;0.976
1.0;1.0;1.0
0.806;0.889;0.848
0.96;0.925;0.943
0.928;0.847;0.887
0.994;0.98;0.987
0.989;0.959;0.974
0.993;1.0;0.996
0.988;0.939;0.964
0.909;0.829;0.869
0.989;0.957;0.973
0.249;0.341;0.295
0.862;0.885;0.873
0.879;0.958;0.918
0.806;0.889;0.848
1.0;1.0;1.0
0.832;0.889;0.861
0.795;0.787;0.791
0.879;0.959;0.919
0.876;0.939;0.907
0.879;0.979;0.929
0.874;0.918;0.896
0.793;0.805;0.799
0.874;0.935;0.905
0.285;0.349;0.317
0.981;0.923;0.952
1.0;1.0;1.0
0.96;0.925;0.943
0.832;0.889;0.861
1.0;1.0;1.0
0.946;0.817;0.881
1.0;1.0;1.0
0.999;1.0;1.0
0.995;0.959;0.977
0.998;0.98;0.989
0.907;0.854;0.881
0.999;1.0;1.0
0.249;0.326;0.287
0.995;0.981;0.988
0.985;0.904;0.945
0.928;0.847;0.887
0.795;0.787;0.791
0.946;0.817;0.881
1.0;1.0;1.0
0.993;0.98;0.986
0.945;0.959;0.952
0.949;1.0;0.974
0.944;0.939;0.942
0.918;0.927;0.923
0.978;0.957;0.968
0.246;0.341;0.293
0.994;1.0;0.997
1.0;1.0;1.0
0.994;0.98;0.987
0.879;0.959;0.919
1.0;1.0;1.0
0.993;0.98;0.986
1.0;1.0;1.0
1.0;1.0;1.0
0.999;0.979;0.989
0.999;0.979;0.989
0.994;1.0;0.997
1.0;1.0;1.0
0.25;0.333;0.291
0.981;1.0;0.99
1.0;1.0;1.0
0.989;0.959;0.974
0.876;0.939;0.907
0.999;1.0;1.0
0.945;0.959;0.952
1.0;1.0;1.0
1.0;1.0;1.0
0.996;0.962;0.979
0.999;0.981;0.99
0.909;1.0;0.955
1.0;1.0;1.0
0.25;0.327;0.288
0.98;0.98;0.98
0.999;0.98;0.99
0.993;1.0;0.996
0.879;0.979;0.929
0.995;0.959;0.977
0.949;1.0;0.974
0.999;0.979;0.989
0.996;0.962;0.979
1.0;1.0;1.0
0.995;0.943;0.969
0.905;0.947;0.926
0.996;0.959;0.978
0.251;0.34;0.295
0.98;0.98;0.98
0.999;0.98;0.99
0.988;0.939;0.964
0.874;0.918;0.896
0.998;0.98;0.989
0.944;0.939;0.942
0.999;0.979;0.989
0.999;0.981;0.99
0.995;0.943;0.969
1.0;1.0;1.0
0.908;0.974;0.941
0.999;0.98;0.99
0.25;0.333;0.291
0.962;1.0;0.981
0.944;0.854;0.899
0.909;0.829;0.869
0.793;0.805;0.799
0.907;0.854;0.881
0.918;0.927;0.923
0.994;1.0;0.997
0.909;1.0;0.955
0.905;0.947;0.926
0.908;0.974;0.941
1.0;1.0;1.0
0.908;1.0;0.954
0.228;0.314;0.271
0.981;1.0;0.99
1.0;1.0;1.0
0.989;0.957;0.973
0.874;0.935;0.905
0.999;1.0;1.0
0.978;0.957;0.968
1.0;1.0;1.0
1.0;1.0;1.0
0.996;0.959;0.978
0.999;0.98;0.99
0.908;1.0;0.954
1.0;1.0;1.0
0.25;0.327;0.288
0.246;0.348;0.297
0.251;0.348;0.299
0.249;0.341;0.295
0.285;0.349;0.317
0.249;0.326;0.287
0.246;0.341;0.293
0.25;0.333;0.291
0.25;0.327;0.288
0.251;0.34;0.295
0.25;0.333;0.291
0.228;0.314;0.271
0.25;0.327;0.288
1.0;1.0;1.0
