id_transcript;block_sequence
ENSCAFT00000026690_90_90;0.3.4.5.6.9.10.11.13.14.15.16.17.18.19.24
ENST00000311089_90_90;16.17.18.20.21.24
ENST00000553645_90_90;2.3.4.5.6.9.10.11.13.14.15.16.17.18.20.21.24
ENST00000554113_90_90;16.17
ENST00000554159_90_90;4.5.6.9.10.13.14
ENST00000554339_90_90;2.13.14.15.16.17.18.20.21.24
ENST00000554871_90_90;5.6.9.10.11.13.14.15.16.17.18.20.21.24
ENST00000555631_90_90;5.6.9.10.11.13.14.15.16.17.18
ENST00000555919_90_90;5.6.9.10.11.13
ENST00000559993_90_90;16.17.18.19
ENSMUST00000046340_90_90;5.8.9.10.11.13.14.15.16.17.18.23.24
ENSMUST00000123491_90_90;1.3.4.5.8.9.10.11.13.14.15.16.17.18.23.24
ENSMUST00000136159_90_90;1.3.4.5.8.9.10.11.12
ENSMUST00000140812_90_90;17.18.19.21.22
ENSMUST00000156138_90_90;1.3.4.5.6.7.8.9
