id_gene;blocks
MGP-CAROLIEiJ-G0020234;0|1|2|4|7|30|32|40|42|43|44|45|46|48
MGP-CAROLIEiJ-G0020234;0|1|2|4|7|30|32|40|42|43|44|45|46|48
MGP-CAROLIEiJ-G0020234;0|1|2|4|7|30|32|40|42|43|44|45|46|48
MGP-CAROLIEiJ-G0020234;0|1|2|4|7|30|32|40|42|43|44|45|46|48
ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
ENSMUGG00000013592;0|2|3|4|5|7|8|9|11|13|15|17|19|21|23|25|27|29|30|31|32|33|35|37|39|40|41|42|44|46|47|48|49|51|53|55|57|59
ENSMUGG00000013592;0|2|3|4|5|7|8|9|11|13|15|17|19|21|23|25|27|29|30|31|32|33|35|37|39|40|41|42|44|46|47|48|49|51|53|55|57|59
ENSMUGG00000013592;0|2|3|4|5|7|8|9|11|13|15|17|19|21|23|25|27|29|30|31|32|33|35|37|39|40|41|42|44|46|47|48|49|51|53|55|57|59
ENSCGRG00015005362;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
ENSCGRG00015005362;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
ENSCGRG00015005362;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
ENSCGRG00015005362;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
ENSCGRG00015005362;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
ENSCGRG00000018457;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
ENSPEMG00000024651;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
