id_transcript;block_sequence
ENSCAFT00000019569_90_90;0.2.3.4.5.6.8.9.10.11.12.13.14.15.16.17.18.19.20
ENSCAFT00000036114_90_90;0.2.3.4.5.6.8.9.10.11.12.13.14.15.16.17.18.19.21
ENST00000334961_90_90;0.6.8.9.10.11.12.13.14.15.16.17.19.20
ENST00000338641_90_90;0.2.3.4.5.6.8.9.10.11.12.13.14.15.16.17.19.21
ENST00000353887_90_90;0.6.8.9.10.11.12.13.14.15.16.17.19.20
ENST00000361166_90_90;0.2.3.4.5.6.8.9.10.11.12.13.14.15.16.17.19.20
ENST00000361452_90_90;0.2.3.6.8.9.10.11.12.13.14.15.16.17.19.20
ENST00000361676_90_90;0.4.5.6.8.9.10.11.12.13.14.15.16.17.19.20
ENST00000397789_90_90;0.2.3.4.5.6.8.9.10.11.12.13.14.15.16.17.19.20
ENST00000403435_90_90;0.2.3.4.5.6.8.9.10.11.14.15.16.17.19.20
ENST00000403999_90_90;0.2.3.4.5.6.8.9.10.11.12.13.14.15.16.17.19.20
ENST00000413209_90_90;0.2.3.4.5.6.21
ENST00000432151_90_90;0.6.9.10.11.15.16
ENSMUST00000053079_90_90;0.2.3.4.5.6.8.9.10.11.12.13.14.15.16.17.18.19.20
ENSMUST00000056290_90_90;0.2.3.4.5.6.8.9.10.11.12.13.14.15.16.17.18.19.20
ENSMUST00000093374_90_90;3.4.5.6.8.9.10.11.12.13.14.15.16.17.18.19.20
ENSMUST00000109910_90_90;0.2.3.4.5.6.8.9.10.11.12.13.14.15.16.17.18.19.22
ENSMUST00000124878_90_90;3.4.5.6.7
ENSMUST00000137926_90_90;5.6.8.10
ENSMUST00000152656_90_90;6.9.10.11.15
ENSMUST00000164190_90_90;0.2.3.6.8.10.11.12
ENSMUST00000172305_90_90;0.1
