id_gene;blocks
ENSBTAG00000004420;1|4|5|7|9|11|12|13|15|16|17|19|21|23|24|25|26|27|29|31|32|33|34|36|37|39|40|41|42|43|44|45|46|48|49|50|52|54|55|56|57|58|59|60|61|63|65|67|68|69|70|71|72|73|74|75|79
ENSBTAG00000004420;1|4|5|7|9|11|12|13|15|16|17|19|21|23|24|25|26|27|29|31|32|33|34|36|37|39|40|41|42|43|44|45|46|48|49|50|52|54|55|56|57|58|59|60|61|63|65|67|68|69|70|71|72|73|74|75|79
ENSCAFG00000009132;0|3|4|5|7|9|11|12|13|15|16|17|19|21|23|24|25|27|29|31|32|33|34|36|37|39|40|41|42|43|44|45|46|47|48|50|52|54|55|56|57|58|59|60|61|63|65|67|68|69|70|71|72|73|74|75|76|78|79
ENSCAFG00000009132;0|3|4|5|7|9|11|12|13|15|16|17|19|21|23|24|25|27|29|31|32|33|34|36|37|39|40|41|42|43|44|45|46|47|48|50|52|54|55|56|57|58|59|60|61|63|65|67|68|69|70|71|72|73|74|75|76|78|79
ENSCAFG00000009132;0|3|4|5|7|9|11|12|13|15|16|17|19|21|23|24|25|27|29|31|32|33|34|36|37|39|40|41|42|43|44|45|46|47|48|50|52|54|55|56|57|58|59|60|61|63|65|67|68|69|70|71|72|73|74|75|76|78|79
ENSCAFG00000009132;0|3|4|5|7|9|11|12|13|15|16|17|19|21|23|24|25|27|29|31|32|33|34|36|37|39|40|41|42|43|44|45|46|47|48|50|52|54|55|56|57|58|59|60|61|63|65|67|68|69|70|71|72|73|74|75|76|78|79
ENSCAFG00020005871;5|7|9|11|12|13|15|16|17|19|21|23|24|25|27|29|31|32|33|34|36|37|39|40|41|42|43|44|45|46|47|48|50|52|54|55|56|57|58|59|60|61|63|65|67|68|69|70|71|72|73|74|75|79
ENSG00000140320;5|7|9|11|12|13|15|16|17|19|21|23|24|25|26|27|29|31|32|33|34|36|37|39|40|41|42|43|44|45|46|48|50|52|54|55|56|57|58|59|60|61|62|63|64|65|67|68|69|70|71|72|73|74|75|78|79
ENSG00000140320;5|7|9|11|12|13|15|16|17|19|21|23|24|25|26|27|29|31|32|33|34|36|37|39|40|41|42|43|44|45|46|48|50|52|54|55|56|57|58|59|60|61|62|63|64|65|67|68|69|70|71|72|73|74|75|78|79
ENSG00000140320;5|7|9|11|12|13|15|16|17|19|21|23|24|25|26|27|29|31|32|33|34|36|37|39|40|41|42|43|44|45|46|48|50|52|54|55|56|57|58|59|60|61|62|63|64|65|67|68|69|70|71|72|73|74|75|78|79
ENSGALG00000033675;2|5|6|7|8|9|10|11|13|14|15|17|18|19|20|21|22|23|25|27|28|29|30|31|32|34|35|36|37|38|39|41|43|45|46|48|50|51|52|53|54|56|57|58|60|63|64|65|66|67|69|70|71|73|75|77|78|79
ENSMUSG00000040007;5|7|9|11|12|13|15|16|17|19|21|23|24|25|26|27|29|32|33|34|36|37|39|40|41|42|43|44|45|48|50|52|54|55|56|58|59|60|61|63|64|65|67|68|69|70|71|72|73|74|75|78|79
ENSMUSG00000040007;5|7|9|11|12|13|15|16|17|19|21|23|24|25|26|27|29|32|33|34|36|37|39|40|41|42|43|44|45|48|50|52|54|55|56|58|59|60|61|63|64|65|67|68|69|70|71|72|73|74|75|78|79
