id_transcript;block_sequence
ENSCAFT00000001398_90_90;7.8.9.12.13.14.15.16.17.18.21.22.23.24.25.26.27.28.29
ENSCAFT00000001399_90_90;0.4.7.8.9.12.13.14.15.16.17.24.25.26.27.28.29
ENSCAFT00000001401_90_90;6.7.8.9.12.13.14.15.16.17.24.25
ENST00000378735_90_90;5.7.8.9.12.13.14.15.16.17.23.24.25.26.27.28.29
ENST00000378746_90_90;5.7.8.9.12.13.14.15.16.17.24.25.26.27.28.29
ENST00000403231_90_90;5.7.8.9.12.13.14.15.16.17.20.21.22.23.24.25.26.27.28.29
ENST00000428744_90_90;1.7.8
ENST00000450441_90_90;27.29
ENST00000618515_90_90;5.7.8.9.12.13.15.16.17.18.19.22.23.24.25.26.27.28.29
ENSMUST00000057330_90_90;2.3.7.8.11.12.13.14.15.17.24.25.26.27.28.29
ENSMUST00000118353_90_90;2.3.7.8.11.12.13.14.15.17.18.21.22.23.24.25.26.27.28.29
ENSMUST00000120613_90_90;2.3.7.8.11.12.13.14.15.17.23.24.25.26.27.28.29
ENSMUST00000130037_90_90;27.29
ENSMUST00000132496_90_90;2.7.8.11.12
ENSMUST00000132653_90_90;8.9.10
ENSMUST00000173744_90_90;2.3.7.8.11.12.13.14.15.17.23.25.26.27.28.29
