id_transcript;block_sequence
ENSCAFT00000014940_90_90;3.5.6.8.10.11.12.13.16.17.18.19.20.21.22.24.25.26.27.29.30.33.35.36.37.38.39.40.41.43.45.47.48.51.53.55.57.59.61.62.64.65.67.68.69.70.72
ENSCAFT00000016916_90_90;3.5.6.8.10.11.12.13.16.17.18.19.20.21.22.24.25.26.27.29.30.33.35.36.37.38.39.40.41.43.45.47.48.51.53.55.57.59.61.62.64.65.67.68.69.70.71.72
ENSCAFT00000023521_90_90;0.2.3.4.5.6.7.8.9.10.12.13.16.17.19.20.22.23.24.25.27.28.29.30.37.38.39.41.42.43.44.45.46.47.48.49.50.51.52.53.54.55.56.57.58.59.60.61.62.63.64
ENST00000342558_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.19.20.22.23.24.25.27.28.29.30.31.38.39.41.42.43.44.45.46.47.48.50.51.53.57.59.62.64.65.66.67
ENST00000360663_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.19.20.22.23.24.25.27.28.29.30.31.38.39.41.42.43.44.45.46.47.73.74
ENST00000394828_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.19.20.22.23.24.25.27.28.29.30.31.36.37.38.39.41.42.43.44.45.46.47.74
ENST00000394829_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.19.20.22.23.24.25.27.28.29.30.31.36.37.38.39.41.42.43.44.45.46.47.73.74
ENST00000430762_90_90;25.27.28.29.30.31.32.33.34.35.36.37.38.39.41.42.43.44.45.46.47.73.74
ENST00000323055_90_90;3.5.6.8.10.11.12.13.14.17.18.19.20.21.22.24.25.26.27.29.30.33.35.36.37.38.39.40.41.43.45.47.48.51.53.55.57.59.61.62.64.65.67.68.70.72
ENST00000394853_90_90;3.5.6.8.10.11.12.13.14.17.18.19.20.21.22.24.25.26.27.29.30.33.35.36.37.38.39.40.41.43.45.47.48.51.53.55.57.59.61.62.64.65.67.68.69.70.72
ENST00000394854_90_90;3.5.6.8.10.11.12.13.14.17.18.19.20.21.22.24.25.26.27.29.30.33.35.36.37.38.39.40.41.43.45.47.48.51.53.55.57.59.61.62.64.65.67.68.69.70.71.72
ENST00000492351_90_90;13.14.15
ENST00000507176_90_90;20.21.22.24.25.26.27.29.30.33.35.36.37.38.39.40.41.43.45.47.48.51.53.55.57.59.61.62.64.65.67.68.69.70.71.72
ENST00000512215_90_90;3.5.6.8.10.11.12.13.14.69.70.71.72
ENST00000525819_90_90;6.8.10.11.12.13.14.17.18.19.20.21.22.24.25.26.27.29
ENST00000529324_90_90;6.8.10.11.12.13.14.17.18.19.20.21.22.24.25.26.27.29.30.33.35.36.37.38
ENSMUST00000022355_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.19.20.22.23.24.25.27.28.29.30.35.36.37.38.39.41.42.43.44.45.46.47.74
ENSMUST00000159027_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.19.20.22.23.24.25.27.28.29.30.35.36.37.38.39.41.42.43.44.45.46.47.73.74
ENSMUST00000161445_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.19.20.22.23.24.25.27.28.29.30.35.38.39.41.42.43.44.45.46.47.73.74
ENSMUST00000161989_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.19.20.22.23.24.25.27.28.29.30.35.36.37.38.39.41.42.43.44.45.46.47.48.50.51.53.57.59.62.64.65.66.67
ENSMUST00000056758_90_90;3.5.6.8.10.11.12.13.16.17.18.19.20.21.22.24.25.26.27.29.30.33.35.36.37.38.39.40.41.43.45.47.48.51.53.55.57.59.61.62.64.65.67.68.69.70.71.72
ENSMUST00000070198_90_90;3.5.6.8.10.11.12.13.16.17.18.19.20.21.22.24.25.26.27.29.30.33.35.36.37.38.39.40.41.43.45.47.48.51.53.55.57.59.61.62.64.65.67.68.69.70.72
