id_transcript;id_gene
ENSCAFT00000005965_90_90;ENSCAFG00000003709_90
ENSCAFT00000045237_90_90;ENSCAFG00000003709_90
ENST00000323906_90_90;ENSG00000104894_90
ENST00000391859_90_90;ENSG00000104894_90
ENST00000426897_90_90;ENSG00000104894_90
ENST00000535669_90_90;ENSG00000104894_90
ENST00000594743_90_90;ENSG00000104894_90
ENST00000595660_90_90;ENSG00000104894_90
ENST00000595725_90_90;ENSG00000104894_90
ENST00000597602_90_90;ENSG00000104894_90
ENST00000598095_90_90;ENSG00000104894_90
ENSMUST00000033063_90_90;ENSMUSG00000030798_90
ENSMUST00000098461_90_90;ENSMUSG00000030798_90
ENSMUST00000209779_90_90;ENSMUSG00000030798_90
ENSMUST00000210078_90_90;ENSMUSG00000030798_90
ENSMUST00000210226_90_90;ENSMUSG00000030798_90
ENSMUST00000210372_90_90;ENSMUSG00000030798_90
ENSMUST00000211373_90_90;ENSMUSG00000030798_90
