id_transcript;block_sequence
ENSCAFT00000014853_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.18.20.21.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.40.41.42.43.44.45.46.47.48.49.52.53.54.55.56
ENST00000323180_90_90;1.2.3.4.5.6.7.8.9.10.12.15.16.17.18.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40.43.44.45.46.47.48.49.52.53.54.55.56
ENST00000418153_90_90;1.2.3.4.5.6.7.8.9.10.12.15.16.17.18.20.21.22.23.24.25.26.27.28.29.31.32.33.34.35.36.37.38.41.42.43.44.45.46.47.48.49.52.53.54.55.56
ENST00000524497_90_90;1.2.3.4.5.6.7.8.9.10.11.12.15.16.17.18.20.21.22.23.24.25.26.27
ENST00000525438_90_90;1.2.3.4.5.6.7.8
ENST00000525676_90_90;46.47.48.49.51.52
ENST00000527782_90_90;1.2.3.4.5
ENST00000529734_90_90;1.2.3.4.5.6.7.8.9.10.12.15.16.17.18.20
ENST00000529782_90_90;8.9.10.12.15.16.17
ENST00000530587_90_90;44.45.46.47.48.49.50
ENST00000531959_90_90;1.2.3.4.5.6.7.8.9.10.11.12.15.16.17.18.20.21.22.23.24.25.26
ENST00000532010_90_90;1.2
ENST00000532028_90_90;42.45.46.47.48.49.52.53.54.55
ENST00000532883_90_90;1.2.3.4.5.6.7.8.9.10.12.13.14
ENST00000533757_90_90;1.2.3.4.5.6.7.8.9.10.12
ENSMUST00000044036_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.18.19.20.21.22.23.24.30.31.32.33.34.35.36.37.38.41.42.43.44.45.46.47.48.49.52.53.55.56
ENSMUST00000068702_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.18.19.20.21.22.23.24.31.32.33.34.35.36.37.38.39.40.43.44.45.46.47.48.49.52.53.55.56
ENSMUST00000090586_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.41.42.43.44.45.46.47.48.49.52.53.55.56
ENSMUST00000111290_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.35.37.38.41.42.43.44.45.46.47.48.49.52.53.55.56
ENSMUST00000111291_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.18.19.20.21.22.23.24.30.31.32.33.34.35.36.37.38.41.42.43.44.45.46.47.48.49.52.53.55.56
ENSMUST00000111292_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.18.19.20.21.22.23.24.31.32.33.34.35.36.37.38.39.40.43.44.45.46.47.48.49.52.53.55.56
ENSMUST00000111293_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.41.42.43.44.45.46.47.48.49.52.53.55.56
ENSMUST00000111294_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.34.35.36.37.38.39.40.43.44.45.46.47.48.49.52.53.55.56
ENSMUST00000111297_90_90;1.2.3.4.5.6.7.8.9.10.12.13.16.17.18.19.20.21.22.23.24.26.27.28.29.30.31.32.33.35.37.38.39.40.43.44.45.46.47.48.49.52.53.55.56
ENSMUST00000128781_90_90;1.2.3.4
ENSMUST00000138995_90_90;1.2.3.4.5.6
ENSMUST00000159366_90_90;2.3.4.5.6.7.8.9.10.12.13.16.17.18.19.20.21.22.23.24.26.27.28
ENSMUST00000159727_90_90;24.26.27.28.29.30.31
ENSMUST00000159961_90_90;0.12.13.16.17.18.19.20.21.22.23.24.31.32.33.34.35.36.37.38.41.42.43.44.45.46.47.48.49.52.53.55.56
ENSMUST00000161067_90_90;33.34.35.36.37.38.39.40.43.44.45.46.48
ENSMUST00000162146_90_90;1.2.3.4.5.6.7.8.9.10.11.12.13.16
ENSMUST00000162188_90_90;1.2.3.4.5.6.7.8.9
ENSMUST00000162497_90_90;1.2.3
