;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000009009_90_90;ENSMUST00000079176_90_90:ENSMUST00000107047_90_90:ENST00000354190_90_90:ENST00000398492_90_90;1.0:0.929:1.0:1.0
1;ENST00000227214_90_90;ENST00000535129_90_90;1.0
2;ENST00000354190_90_90;ENSCAFT00000009009_90_90:ENSMUST00000079176_90_90:ENSMUST00000107047_90_90:ENST00000398492_90_90;1.0:1.0:1.0:0.95
3;ENST00000398492_90_90;ENSCAFT00000009009_90_90:ENSMUST00000079176_90_90:ENSMUST00000107047_90_90:ENST00000354190_90_90;1.0:1.0:1.0:0.95
4;ENST00000398494_90_90;;
5;ENST00000535129_90_90;ENST00000227214_90_90;1.0
6;ENST00000535582_90_90;ENST00000542389_90_90;0.778
7;ENST00000536527_90_90;ENST00000545798_90_90;0.5
8;ENST00000538227_90_90;;
9;ENST00000539157_90_90;;
10;ENST00000540431_90_90;;
11;ENST00000541597_90_90;ENST00000543524_90_90;0.909
12;ENST00000542389_90_90;ENST00000535582_90_90;0.778
13;ENST00000543085_90_90;;
14;ENST00000543524_90_90;ENST00000541597_90_90;0.909
15;ENST00000545798_90_90;ENST00000536527_90_90;0.5
16;ENST00000546251_90_90;;
17;ENSMUST00000079176_90_90;ENSCAFT00000009009_90_90:ENSMUST00000107047_90_90:ENST00000354190_90_90:ENST00000398492_90_90;1.0:0.941:1.0:1.0
18;ENSMUST00000107043_90_90;ENSMUST00000139708_90_90;0.75
19;ENSMUST00000107044_90_90;ENSMUST00000107046_90_90;1.0
20;ENSMUST00000107045_90_90;ENSMUST00000116287_90_90;1.0
21;ENSMUST00000107046_90_90;ENSMUST00000107044_90_90;1.0
22;ENSMUST00000107047_90_90;ENSCAFT00000009009_90_90:ENSMUST00000079176_90_90:ENST00000354190_90_90:ENST00000398492_90_90;0.929:0.941:1.0:1.0
23;ENSMUST00000116287_90_90;ENSMUST00000107045_90_90;1.0
24;ENSMUST00000138830_90_90;;
25;ENSMUST00000139708_90_90;ENSMUST00000107043_90_90;0.75
26;ENSMUST00000151123_90_90;;
27;ENSMUST00000208812_90_90;;
